"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,53.1,,
"CHE","Switzerland","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,44.1,,
"CHE","Switzerland","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,23,,
"CHE","Switzerland","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57.8,,
"CHE","Switzerland","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,50.7,,
"CHE","Switzerland","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,27.9,,
"CHE","Switzerland","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57,,
"CHE","Switzerland","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,49.7,,
"CHE","Switzerland","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,27.4,,
"CHE","Switzerland","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57.8,,
"CHE","Switzerland","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,50.7,,
"CHE","Switzerland","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,27.9,,
"CHE","Switzerland","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.7,,
"CHE","Switzerland","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.8,,
"CHE","Switzerland","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,4.6,,
"CHE","Switzerland","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.1,,
"CHE","Switzerland","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5.2,,
"CHE","Switzerland","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10,,
"CHE","Switzerland","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.7,,
"CHE","Switzerland","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.1,,
"CHE","Switzerland","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5.6,,
"CHE","Switzerland","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.1,,
"CHE","Switzerland","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.4,,
"CHE","Switzerland","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.3,,
"CHE","Switzerland","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,10.7,,
"CHE","Switzerland","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,17.1,,
"CHE","Switzerland","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,18.3,,
"CHE","Switzerland","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.5,,
"CHE","Switzerland","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,81.6,,
"CHE","Switzerland","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,85.4,,
"CHE","Switzerland","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.9,,
"CHE","Switzerland","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,22.7,,
"CHE","Switzerland","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,82.6,,
"CHE","Switzerland","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,62.4,,
"CHE","Switzerland","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,22.5,,
"CHE","Switzerland","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,31.3,,
"CHE","Switzerland","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,65.4,,
"CHE","Switzerland","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,64.1,,
"CHE","Switzerland","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,20,,
"CHE","Switzerland","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.8,,
"CHE","Switzerland","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,87362.9,,
"CHE","Switzerland","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,93048.6,,
"TUR","Türkiye","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,52,,
"TUR","Türkiye","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,49,,
"TUR","Türkiye","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"TUR","Türkiye","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,63,,
"TUR","Türkiye","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.3,,
"TUR","Türkiye","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.3,,
"TUR","Türkiye","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.3,,
"TUR","Türkiye","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,70.3,,
"TUR","Türkiye","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,70.3,,
"TUR","Türkiye","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,70.3,,
"TUR","Türkiye","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.3,,
"TUR","Türkiye","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.3,,
"TUR","Türkiye","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.3,,
"TUR","Türkiye","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94.8,,
"TUR","Türkiye","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,103.3,,
"TUR","Türkiye","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,110.8,,
"TUR","Türkiye","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,90.9,,
"TUR","Türkiye","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,99.1,,
"TUR","Türkiye","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,106.3,,
"TUR","Türkiye","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94.8,,
"TUR","Türkiye","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,103.3,,
"TUR","Türkiye","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,110.8,,
"TUR","Türkiye","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13,,
"TUR","Türkiye","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13,,
"TUR","Türkiye","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13,,
"TUR","Türkiye","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.4,,
"TUR","Türkiye","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.4,,
"TUR","Türkiye","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.4,,
"TUR","Türkiye","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.8,,
"TUR","Türkiye","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.3,,
"TUR","Türkiye","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,19.6,,
"TUR","Türkiye","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.7,,
"TUR","Türkiye","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,20.4,,
"TUR","Türkiye","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,21.8,,
"TUR","Türkiye","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,29.1,,
"TUR","Türkiye","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"TUR","Türkiye","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"TUR","Türkiye","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,2.1,,
"TUR","Türkiye","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,74.3,,
"TUR","Türkiye","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,80.2,,
"TUR","Türkiye","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,16.2,,
"TUR","Türkiye","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,19.6,,
"TUR","Türkiye","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,35.4,,
"TUR","Türkiye","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,25.7,,
"TUR","Türkiye","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,15.8,,
"TUR","Türkiye","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,15.2,,
"TUR","Türkiye","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,60.7,,
"TUR","Türkiye","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,59.3,,
"TUR","Türkiye","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,20.2,,
"TUR","Türkiye","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,25.1,,
"TUR","Türkiye","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,74751,,
"TUR","Türkiye","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,10665.6,,
"GBR","United Kingdom","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,66,,
"GBR","United Kingdom","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,66,,
"GBR","United Kingdom","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,67,,
"GBR","United Kingdom","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,67,,
"GBR","United Kingdom","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,70.6,,
"GBR","United Kingdom","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,49,,
"GBR","United Kingdom","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,38.2,,
"GBR","United Kingdom","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,70.6,,
"GBR","United Kingdom","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,49,,
"GBR","United Kingdom","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,38.2,,
"GBR","United Kingdom","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,70.6,,
"GBR","United Kingdom","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,49,,
"GBR","United Kingdom","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,38.2,,
"GBR","United Kingdom","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,79.2,,
"GBR","United Kingdom","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,58.1,,
"GBR","United Kingdom","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,47.7,,
"GBR","United Kingdom","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,79.2,,
"GBR","United Kingdom","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,58.1,,
"GBR","United Kingdom","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,47.7,,
"GBR","United Kingdom","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,79.2,,
"GBR","United Kingdom","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,58.1,,
"GBR","United Kingdom","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,47.7,,
"GBR","United Kingdom","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.2,,
"GBR","United Kingdom","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.9,,
"GBR","United Kingdom","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.8,,
"GBR","United Kingdom","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.7,,
"GBR","United Kingdom","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.6,,
"GBR","United Kingdom","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.9,,
"GBR","United Kingdom","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.8,,
"GBR","United Kingdom","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.6,,
"GBR","United Kingdom","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.5,,
"GBR","United Kingdom","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.5,,
"GBR","United Kingdom","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.8,,
"GBR","United Kingdom","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.4,,
